YR,TM,WON,TITLE_GAME,FINAL_FOUR,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_2P,OPP_2PA,OPP_2P%,OPP_3P,OPP_3PA,OPP_3P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,PTS_DIFF,PTS/OPP_PTS,AST/TOV,AST/OPP_AST,TRB_DIFF,TRB%,DRB%,ORB%,BLK/OPP_BLK,FG%/OPP_FG%,2P%/OPP_2P%,3P%/OPP_3P%,3PA/FGA,FGA/OPP_FGA,FGA_DIFF,eFG%,OPP_eFG%,eFG%/OPP_eFG%,2P/OPP_2P,3P/OPP_3P,FG/OPP_FG,FT/OPP_FT,2PA/OPP_2PA,3PA/OPP_3PA,FTA/OPP_FTA,STL/OPP_STL,TOV/OPP_TOV,PF/OPP_PF
2015,duke,1,1,1,39,40.3,28.2,56.2,0.502,20.9,37.4,0.5589999999999999,7.3,18.8,0.387,15.6,22.4,0.6990000000000001,11.4,25.4,36.8,15.1,7.1,3.8,10.8,15.6,79.3,39,40.3,24.7,58.5,0.42200000000000004,19.6,42.3,0.46299999999999997,5.1,16.2,0.314,9.7,14.1,0.6920000000000001,11.0,20.5,31.5,11.6,5.5,3.1,12.3,19.0,64.2,15.099999999999994,1.2352024922118379,1.398148148148148,1.3017241379310345,5.299999999999997,0.5387994143484627,0.6978021978021978,0.35736677115987464,1.225806451612903,1.1895734597156398,1.2073434125269977,1.7802547770700634,0.33451957295373663,0.9606837606837607,-2.299999999999997,0.5667259786476868,0.4658119658119658,1.216641091775768,1.0663265306122447,1.4313725490196079,1.1417004048582995,1.6082474226804124,0.8841607565011821,1.1604938271604939,1.5886524822695034,1.2909090909090908,0.8780487804878049,0.8210526315789474
2015,wisconsin,0,1,1,40,40.3,25.4,52.9,0.479,18.2,33.1,0.5479999999999999,7.2,19.8,0.365,14.6,19.1,0.763,9.6,23.9,33.5,12.6,4.4,3.2,7.4,12.5,72.5,40,40.3,22.4,52.3,0.428,17.4,38.9,0.447,5.1,13.5,0.375,8.3,11.7,0.71,7.4,20.2,27.7,9.0,4.1,2.1,9.5,18.1,58.2,14.299999999999997,1.245704467353952,1.7027027027027026,1.4,5.800000000000001,0.5473856209150326,0.7635782747603834,0.32214765100671144,1.5238095238095237,1.1191588785046729,1.2259507829977627,1.4613333333333332,0.3742911153119093,1.0114722753346082,0.6000000000000014,0.5482041587901701,0.477055449330784,1.1491413829549457,1.0459770114942528,1.411764705882353,1.1339285714285714,1.7590361445783131,0.8508997429305913,1.4666666666666668,1.6324786324786327,1.0731707317073174,0.7789473684210527,0.6906077348066297
2015,kentucky,0,0,1,39,40.4,25.8,55.1,0.46799999999999997,20.6,40.2,0.512,5.2,14.9,0.349,17.6,24.2,0.726,12.6,25.4,38.0,14.2,6.5,6.9,10.5,17.1,74.4,39,40.4,19.2,54.3,0.354,14.7,37.7,0.391,4.5,16.6,0.271,11.4,17.2,0.659,11.9,19.3,31.2,7.7,4.7,2.4,13.7,19.9,54.3,20.10000000000001,1.3701657458563539,1.3523809523809522,1.844155844155844,6.800000000000001,0.5491329479768786,0.6809651474530831,0.3949843260188088,2.8750000000000004,1.3220338983050848,1.309462915601023,1.8892988929889298,0.27041742286751363,1.0147329650092083,0.8000000000000043,0.515426497277677,0.39502762430939226,1.30478595814349,1.4013605442176873,1.1555555555555557,1.34375,1.5438596491228072,1.06631299734748,0.8975903614457831,1.4069767441860466,1.3829787234042552,0.7664233576642336,0.8592964824120605
2015,michigan-state,0,0,1,39,41.2,26.0,55.9,0.465,18.5,36.4,0.508,7.5,19.6,0.385,11.6,18.3,0.632,11.2,26.2,37.4,16.6,5.2,4.5,11.3,18.9,71.1,39,41.2,21.4,53.9,0.396,15.6,35.7,0.43799999999999994,5.7,18.3,0.315,15.2,21.0,0.722,9.7,22.3,32.0,10.5,5.6,2.8,10.7,18.0,63.6,7.499999999999993,1.1179245283018866,1.4690265486725664,1.580952380952381,5.399999999999999,0.5389048991354466,0.7298050139275766,0.3343283582089552,1.6071428571428572,1.1742424242424243,1.1598173515981738,1.6126984126984127,0.35062611806797855,1.0371057513914657,2.0,0.5322003577817531,0.44990723562152135,1.1829113106984122,1.185897435897436,1.3157894736842104,1.2149532710280375,0.7631578947368421,1.0196078431372548,1.0710382513661203,0.8714285714285714,0.9285714285714287,1.0560747663551404,1.0499999999999998
2014,connecticut,1,1,1,40,40.3,24.3,54.1,0.449,17.1,35.6,0.48100000000000004,7.2,18.5,0.387,16.1,20.7,0.777,9.7,25.1,34.7,12.2,7.0,5.8,11.4,18.0,71.8,40,40.3,22.0,56.0,0.392,15.9,37.8,0.42200000000000004,6.0,18.3,0.33,13.3,20.0,0.664,12.3,22.2,34.5,11.4,5.7,3.2,13.0,18.3,63.2,8.599999999999994,1.1360759493670884,1.0701754385964912,1.0701754385964912,0.20000000000000284,0.5014450867052024,0.6711229946524063,0.30407523510971785,1.8124999999999998,1.1454081632653061,1.1398104265402844,1.4575757575757575,0.3419593345656192,0.9660714285714286,-1.8999999999999986,0.5157116451016636,0.44642857142857145,1.1551940850277262,1.0754716981132075,1.2,1.1045454545454545,1.2105263157894737,0.9417989417989419,1.010928961748634,1.035,1.2280701754385965,0.8769230769230769,0.9836065573770492
2014,kentucky,0,1,1,40,40.4,25.1,55.3,0.45399999999999996,20.0,40.1,0.5,5.1,15.3,0.332,19.5,28.7,0.682,14.1,26.1,40.2,11.2,4.7,5.9,11.7,18.3,74.8,40,40.4,23.3,56.8,0.41100000000000003,17.8,39.6,0.449,5.6,17.2,0.322,14.4,20.9,0.69,10.9,19.9,30.8,10.4,5.8,3.1,10.7,22.1,66.6,8.200000000000003,1.1231231231231231,0.9572649572649573,1.0769230769230769,9.400000000000002,0.5661971830985916,0.7054054054054054,0.41470588235294115,1.903225806451613,1.1046228710462285,1.1135857461024499,1.5527950310559007,0.2766726943942134,0.9735915492957746,-1.5,0.5000000000000001,0.4595070422535212,1.0881226053639848,1.1235955056179774,0.9107142857142857,1.0772532188841202,1.3541666666666667,1.0126262626262625,0.8895348837209303,1.3732057416267942,0.810344827586207,1.0934579439252337,0.8280542986425339
2014,florida,0,0,1,39,40.0,24.2,52.7,0.46,17.7,34.5,0.513,6.5,18.2,0.359,14.9,22.3,0.6679999999999999,11.2,24.3,35.5,13.1,7.0,3.0,10.7,15.7,69.9,39,40.0,20.7,51.4,0.402,15.4,35.3,0.435,5.3,16.1,0.33,11.1,16.1,0.693,9.5,21.1,30.5,9.9,5.6,3.1,13.5,18.9,57.8,12.100000000000009,1.2093425605536334,1.2242990654205608,1.323232323232323,5.0,0.5378787878787878,0.7189349112426037,0.34674922600619196,0.9677419354838709,1.144278606965174,1.1793103448275863,1.5545454545454545,0.34535104364326374,1.0252918287937745,1.3000000000000043,0.5208728652751423,0.45428015564202334,1.1465895192780435,1.1493506493506493,1.2264150943396226,1.1690821256038648,1.3423423423423424,0.9773371104815864,1.1304347826086956,1.3850931677018632,1.25,0.7925925925925925,0.8306878306878307
2014,wisconsin,0,0,1,38,40.1,24.4,53.1,0.45899999999999996,16.6,32.3,0.513,7.8,20.8,0.376,16.9,22.7,0.746,8.9,24.4,33.3,12.3,4.8,3.3,8.1,15.1,73.5,38,40.1,24.1,56.2,0.429,19.2,42.0,0.45799999999999996,4.8,14.2,0.341,11.0,15.2,0.722,9.2,22.7,31.9,9.6,4.2,2.8,9.7,20.1,64.0,9.5,1.1484375,1.5185185185185186,1.2812500000000002,1.3999999999999986,0.5107361963190185,0.7261904761904763,0.28164556962025317,1.1785714285714286,1.0699300699300698,1.1200873362445416,1.5043988269794721,0.391713747645951,0.9448398576512456,-3.1000000000000014,0.5329566854990583,0.47153024911032027,1.1302704047187575,0.8645833333333335,1.625,1.012448132780083,1.5363636363636362,0.769047619047619,1.4647887323943662,1.493421052631579,1.1428571428571428,0.8350515463917526,0.7512437810945273
2013,louisville,1,1,1,40,40.6,26.2,57.5,0.456,20.5,40.2,0.508,5.8,17.3,0.33299999999999996,16.3,23.0,0.7090000000000001,13.3,21.4,34.6,14.6,10.8,4.2,12.4,18.2,74.5,40,40.6,20.6,52.2,0.395,15.1,34.8,0.434,5.5,17.4,0.318,12.0,18.3,0.6579999999999999,11.7,21.5,33.2,10.3,5.6,3.3,18.3,19.2,58.8,15.700000000000003,1.2670068027210886,1.1774193548387095,1.4174757281553396,1.3999999999999986,0.5103244837758112,0.6465256797583082,0.38218390804597707,1.272727272727273,1.1544303797468354,1.1705069124423964,1.5974842767295598,0.30086956521739133,1.1015325670498084,5.299999999999997,0.5060869565217391,0.44731800766283525,1.1313806908109114,1.3576158940397351,1.0545454545454545,1.2718446601941746,1.3583333333333334,1.1551724137931036,0.9942528735632186,1.256830601092896,1.9285714285714288,0.6775956284153005,0.9479166666666666
2013,michigan,0,1,1,39,40.4,28.0,57.9,0.484,20.4,38.2,0.535,7.6,19.7,0.385,11.5,16.5,0.701,10.7,21.3,31.9,14.5,6.1,2.8,9.4,12.7,75.2,39,40.4,24.1,56.9,0.424,17.9,37.8,0.474,6.2,19.1,0.325,8.8,12.9,0.682,10.2,21.9,32.1,12.7,5.4,3.2,12.1,15.5,63.3,11.900000000000006,1.1879936808846763,1.5425531914893615,1.141732283464567,-0.20000000000000284,0.4984375,0.6761904761904762,0.32822085889570557,0.8749999999999999,1.1415094339622642,1.128691983122363,1.6461538461538463,0.3402417962003454,1.0175746924428823,1.0,0.5492227979274612,0.47803163444639724,1.1489256324291375,1.1396648044692737,1.225806451612903,1.1618257261410787,1.3068181818181817,1.0105820105820107,1.031413612565445,1.2790697674418605,1.1296296296296295,0.7768595041322315,0.8193548387096774
2013,wichita-state,0,0,1,39,40.0,24.5,55.5,0.44,17.8,35.9,0.496,6.6,19.6,0.33899999999999997,14.2,20.3,0.6990000000000001,13.1,21.6,34.7,13.6,7.4,4.4,12.6,17.9,69.7,39,40.0,20.4,51.8,0.395,14.3,32.8,0.436,6.1,18.9,0.322,14.2,19.8,0.7140000000000001,9.1,21.4,30.5,10.5,5.6,3.0,12.9,18.0,61.2,8.5,1.1388888888888888,1.0793650793650793,1.2952380952380953,4.200000000000003,0.5322085889570553,0.7035830618892508,0.37971014492753624,1.4666666666666668,1.1139240506329113,1.1376146788990826,1.5403726708074534,0.35315315315315315,1.0714285714285714,3.700000000000003,0.5009009009009009,0.4527027027027027,1.1064676616915423,1.2447552447552448,1.0819672131147542,1.200980392156863,1.0,1.0945121951219512,1.0370370370370372,1.0252525252525253,1.3214285714285716,0.9767441860465116,0.9944444444444444
2013,syracuse,0,0,1,40,40.3,25.2,57.3,0.439,19.4,39.9,0.485,5.8,17.4,0.335,14.2,21.1,0.675,14.0,20.5,34.5,14.1,9.0,6.2,12.4,15.9,70.4,40,40.3,19.9,53.8,0.369,13.7,32.1,0.42700000000000005,6.2,21.7,0.28300000000000003,12.8,19.1,0.6729999999999999,12.8,22.1,34.9,13.4,7.0,3.2,15.4,18.2,58.7,11.700000000000003,1.1993185689948893,1.1370967741935483,1.0522388059701493,-0.3999999999999986,0.4971181556195965,0.6156156156156156,0.38781163434903043,1.9375,1.1897018970189701,1.135831381733021,1.713780918727915,0.3036649214659686,1.0650557620817844,3.5,0.49040139616055844,0.42750929368029744,1.1471128310190453,1.416058394160584,0.9354838709677419,1.2663316582914574,1.1093749999999998,1.2429906542056073,0.8018433179723502,1.1047120418848166,1.2857142857142858,0.8051948051948052,0.8736263736263736
2012,kentucky,1,1,1,40,40.0,27.4,56.2,0.488,21.8,41.3,0.527,5.6,14.9,0.37799999999999995,17.0,23.5,0.723,11.8,24.3,36.1,13.3,6.1,8.6,11.1,14.8,77.4,40,40.0,22.2,59.5,0.374,16.8,42.3,0.396,5.5,17.2,0.318,10.7,15.4,0.6940000000000001,12.2,20.0,32.2,10.5,5.5,3.3,11.6,18.8,60.6,16.800000000000004,1.2772277227722773,1.1981981981981984,1.2666666666666668,3.8999999999999986,0.5285505124450951,0.6657534246575343,0.37106918238993714,2.606060606060606,1.3048128342245988,1.3308080808080809,1.6572327044025157,0.26512455516014233,0.9445378151260505,-3.299999999999997,0.5373665480427046,0.419327731092437,1.2814953750918205,1.2976190476190477,1.018181818181818,1.2342342342342343,1.5887850467289721,0.9763593380614657,0.866279069767442,1.525974025974026,1.1090909090909091,0.9568965517241379,0.7872340425531915
2012,kansas,0,1,1,39,40.1,26.2,55.6,0.47200000000000003,20.5,39.1,0.525,5.7,16.5,0.345,15.3,22.1,0.6920000000000001,11.5,23.6,35.1,15.1,7.3,5.7,13.0,17.4,73.5,39,40.1,21.2,55.8,0.38,15.1,38.0,0.39799999999999996,6.1,17.8,0.34,13.3,18.5,0.72,10.7,21.5,32.2,11.2,6.5,3.5,13.7,18.4,61.7,11.799999999999997,1.1912479740680713,1.1615384615384614,1.3482142857142858,2.8999999999999986,0.5215453194650816,0.6880466472303208,0.3484848484848485,1.6285714285714286,1.2421052631578948,1.3190954773869348,1.5441176470588236,0.29676258992805754,0.9964157706093191,-0.19999999999999574,0.5224820143884892,0.4345878136200717,1.202247274345472,1.3576158940397351,0.9344262295081968,1.2358490566037736,1.150375939849624,1.0289473684210526,0.9269662921348314,1.1945945945945946,1.123076923076923,0.9489051094890512,0.9456521739130435
2012,louisville,0,0,1,40,40.5,24.1,57.0,0.42200000000000004,18.3,38.7,0.47200000000000003,5.8,18.3,0.318,14.2,20.7,0.688,13.0,22.6,35.6,13.3,8.8,4.8,14.1,17.7,68.2,40,40.5,21.4,55.8,0.384,16.0,37.8,0.42200000000000004,5.5,18.0,0.303,12.7,19.2,0.6629999999999999,12.7,23.3,36.0,11.3,7.1,3.6,15.5,18.6,61.0,7.200000000000003,1.118032786885246,0.9432624113475178,1.176991150442478,-0.3999999999999986,0.4972067039106146,0.6402266288951842,0.3581267217630854,1.3333333333333333,1.0989583333333335,1.1184834123222749,1.557755775577558,0.32105263157894737,1.021505376344086,1.2000000000000028,0.47368421052631576,0.4327956989247312,1.0944753187316116,1.14375,1.0545454545454545,1.1261682242990656,1.1181102362204725,1.023809523809524,1.0166666666666666,1.078125,1.23943661971831,0.9096774193548387,0.9516129032258064
2012,ohio-state,0,0,1,39,40.0,27.1,56.9,0.47600000000000003,22.0,41.6,0.529,5.1,15.3,0.33399999999999996,15.4,21.7,0.7090000000000001,11.5,23.0,34.5,14.6,7.2,3.2,11.5,16.2,74.7,39,40.0,21.5,52.9,0.40700000000000003,15.5,34.4,0.452,6.0,18.5,0.325,10.7,15.4,0.6990000000000001,8.4,21.3,29.7,10.2,4.9,3.0,14.8,18.8,59.8,14.900000000000006,1.2491638795986624,1.2695652173913043,1.4313725490196079,4.800000000000001,0.5373831775700935,0.7324840764331211,0.350609756097561,1.0666666666666667,1.1695331695331694,1.170353982300885,1.6276923076923078,0.2688927943760984,1.0756143667296787,4.0,0.5210896309314588,0.4631379962192817,1.1251282235213946,1.4193548387096775,0.85,1.2604651162790699,1.4392523364485983,1.2093023255813955,0.827027027027027,1.409090909090909,1.4693877551020407,0.777027027027027,0.8617021276595744
2011,connecticut,1,1,1,41,40.7,25.7,59.2,0.434,20.0,41.9,0.47700000000000004,5.7,17.3,0.32899999999999996,15.3,20.0,0.763,13.9,25.8,39.7,13.0,6.3,5.6,11.4,15.8,72.4,41,40.7,23.7,60.4,0.39299999999999996,17.4,41.0,0.424,6.4,19.5,0.327,11.0,16.2,0.68,13.3,22.0,35.3,12.2,6.1,3.5,11.5,18.1,64.9,7.5,1.115562403697997,1.1403508771929824,1.0655737704918034,4.400000000000006,0.5293333333333333,0.659846547314578,0.38718662952646243,1.5999999999999999,1.1043256997455473,1.1250000000000002,1.4587155963302754,0.2922297297297297,0.980132450331126,-1.1999999999999957,0.4822635135135135,0.445364238410596,1.0828519039485582,1.149425287356322,0.890625,1.0843881856540085,1.3909090909090909,1.0219512195121951,0.8871794871794872,1.234567901234568,1.0327868852459017,0.991304347826087,0.8729281767955801
2011,butler,0,1,1,38,40.5,24.2,55.8,0.433,16.6,34.2,0.485,7.6,21.6,0.35200000000000004,15.3,21.0,0.726,11.3,23.8,35.2,11.9,5.9,1.6,10.9,18.9,71.2,38,40.5,22.2,52.5,0.424,16.2,33.9,0.479,6.0,18.6,0.324,13.6,20.3,0.672,9.2,22.9,32.1,10.8,5.3,2.9,12.4,19.7,64.1,7.1000000000000085,1.1107644305772233,1.091743119266055,1.1018518518518519,3.1000000000000014,0.5230312035661218,0.7212121212121212,0.3304093567251462,0.5517241379310345,1.0212264150943395,1.012526096033403,1.4969135802469136,0.38709677419354843,1.0628571428571427,3.299999999999997,0.5017921146953406,0.48,1.0454002389486263,1.0246913580246915,1.2666666666666666,1.09009009009009,1.125,1.0088495575221241,1.1612903225806452,1.0344827586206897,1.1132075471698115,0.8790322580645161,0.9593908629441624
2011,kentucky,0,0,1,38,40.1,26.4,57.4,0.45899999999999996,19.0,38.8,0.488,7.4,18.6,0.397,14.7,20.8,0.71,11.7,25.7,37.4,12.7,5.6,6.3,10.7,15.8,74.9,38,40.1,22.7,57.6,0.39399999999999996,17.2,40.5,0.424,5.5,17.1,0.324,12.5,17.3,0.723,11.3,22.5,33.8,11.0,5.3,3.5,12.0,18.3,63.5,11.400000000000006,1.1795275590551182,1.1869158878504673,1.1545454545454545,3.6000000000000014,0.5252808988764046,0.6945945945945946,0.3421052631578947,1.8,1.1649746192893402,1.150943396226415,1.5061728395061729,0.32404181184668995,0.9965277777777777,-0.20000000000000284,0.524390243902439,0.44184027777777773,1.1868321433705498,1.1046511627906976,1.3454545454545455,1.1629955947136563,1.176,0.9580246913580246,1.087719298245614,1.2023121387283238,1.0566037735849056,0.8916666666666666,0.8633879781420765
2011,virginia-commonwealth,0,0,1,40,40.5,24.2,55.7,0.434,15.7,32.8,0.48,8.5,22.9,0.37,14.7,20.6,0.715,10.7,21.6,32.3,14.6,8.2,3.5,11.3,18.4,71.6,40,40.5,24.3,55.0,0.441,18.7,38.5,0.48700000000000004,5.6,16.5,0.336,12.7,18.8,0.6779999999999999,12.4,24.0,36.4,13.0,5.9,3.8,14.6,18.7,66.8,4.799999999999997,1.0718562874251496,1.2920353982300883,1.123076923076923,-4.100000000000001,0.4701601164483261,0.6352941176470589,0.30835734870317,0.9210526315789475,0.9841269841269841,0.9856262833675563,1.4285714285714284,0.41113105924596044,1.0127272727272727,0.7000000000000028,0.5107719928186714,0.49272727272727274,1.03662212564675,0.839572192513369,1.517857142857143,0.9958847736625513,1.1574803149606299,0.8519480519480519,1.3878787878787877,1.0957446808510638,1.3898305084745761,0.7739726027397261,0.9839572192513368
